response,stim,subj_idx,rt
1,CP,18439,1.5806542596183135
1,SS,18439,0.9805720490476233
1,CS,18439,1.4391287791131617
1,US,18439,1.3111948936730187
1,SS,18439,0.999131596467123
1,SS,18439,1.12964758018461
1,US,18439,1.1402850088743435
1,SS,18439,0.9669705070227792
1,SS,18439,1.1535195329797716
1,US,18439,1.034623128365638
1,CP,18439,1.227619292354575
1,SS,18439,1.0840644782892923
1,CP,18439,1.7746983256311069
1,CP,18439,1.4065326522213581
1,CS,18439,1.4781828001086978
1,CP,18439,1.3985000100256002
1,SS,18439,1.270613612528905
1,CP,18439,1.3420088360617228
1,US,18439,1.1979134751709353
0,SS,18439,2.7418210208652454
1,CP,18439,2.0542032956018375
1,US,18439,1.029714662266997
1,CS,18439,1.1048515705988393
1,CS,18439,1.0674047704505938
1,SS,18439,1.2138123502354574
1,CS,18439,1.2054447598220577
1,CP,18439,1.2459048275995883
1,CS,18439,1.3334024313462578
1,CP,18439,0.9658200914400368
1,CS,18439,0.9684215031229542
1,CS,18439,1.3145499764377746
1,US,18439,0.9390107741201064
1,SS,18439,1.101613198448831
1,US,18439,1.0396523145409446
1,US,18439,0.8748096672316024
1,CS,18439,1.3094244668591273
1,US,18439,1.3970218620597734
1,CP,18439,1.0608529441851715
1,US,18439,1.4555731068085151
1,CS,18439,2.087885283590367
1,SS,18439,1.2079438865439442
1,US,18439,1.5593145890779851
1,SS,18439,0.9758022929854633
1,US,18439,1.2099489407355577
1,SS,18439,0.9700755381545605
1,CS,18439,0.956970375680612
1,SS,18439,1.0550470467933337
1,US,18439,1.2100855091775884
1,SS,18439,1.0100457804874168
1,CP,18439,1.4841682992610004
1,SS,18439,0.8366534174201661
1,CP,18439,1.0626688015709078
1,US,18439,1.1699619055725634
1,CS,18439,1.4413401658330258
1,CP,18439,1.2492941036107368
1,SS,18439,0.961302555670045
1,CP,18439,1.0043319654287188
1,SS,18439,1.302448798363912
1,CP,18439,0.9425683965164353
0,CP,18439,1.5451359127328033
1,SS,18439,1.1450152447887376
1,CS,18439,0.8654901101872383
1,CS,18439,1.1795799045521562
1,CP,18439,1.660067016913672
1,CS,18439,1.0838723939486954
1,US,18439,1.1020787535471754
1,CP,18439,1.0887708017926343
1,CP,18439,1.2117846830224153
1,CS,18439,1.8752462557276885
1,CS,18439,1.1792188933122816
1,US,18439,0.9477195359886537
1,US,18439,1.254158191881288
1,SS,18439,0.8378351898463734
1,CS,18439,0.864946708910793
1,CS,18439,1.955008022940092
1,US,18439,0.9635714344440203
1,US,18439,0.9660567671635363
1,CS,18439,0.9446781058559282
1,CP,18439,0.9547058763382665
1,US,18439,1.2539381315218634
1,SS,18439,0.9179428989664302
1,US,18439,0.9199800920396228
1,US,18439,0.8911186296227243
1,SS,18439,0.8612451969638641
1,CS,18439,0.8803266605846147
1,US,18439,0.7944691745451564
1,SS,18439,0.8854991738426179
1,CP,18439,1.1121535698166554
1,SS,18439,0.8504326331731136
1,SS,18439,0.9095835620973958
1,CP,18439,0.775650542916992
1,SS,18439,1.8421925535640185
1,US,18439,0.7866686722336453
1,CP,18439,1.0047289746235037
1,SS,18439,1.215922504736227
1,CP,18439,1.1118360881901026
1,SS,18439,0.8180154222518468
1,CP,18439,1.1811030168737489
1,CP,18439,0.9644674129467603
1,CS,18439,0.9196919249243365
1,SS,18439,0.7542554076135275
1,CS,18439,1.020471194817219
1,CP,18439,1.0155300003007142
1,CP,18439,0.8822258113686985
1,CS,18439,1.1807745565911318
1,US,18439,0.7962966542690992
1,CS,18439,1.0708246754020365
1,CS,18439,1.1139740893722774
1,CP,18439,0.900110177562965
1,CS,18439,1.3592218801059062
1,US,18439,1.0391863052573171
1,US,18439,0.8817945638129459
1,CP,18439,1.0364013816051738
1,CS,18439,0.8545090766911017
1,US,18439,0.9297662749777373
1,CS,18439,0.9162411353627249
1,CS,18439,0.7828731649606198
1,US,18439,0.8735178345486929
1,SS,18439,0.8116752614332654
1,US,18439,1.1101793280467973
0.0,CP,18941,2.4658727709320374
1.0,SS,18941,1.2891381936842663
1.0,CS,18941,1.1929634646421619
1.0,US,18941,1.2654892459322582
1.0,SS,18941,1.2809274386163452
1.0,SS,18941,1.6168547478919209
1.0,US,18941,1.177357716640472
1.0,SS,18941,1.2407905613654293
1.0,SS,18941,0.9287806895990798
1.0,US,18941,1.075353204865678
1.0,CP,18941,1.42187695485336
1.0,SS,18941,0.9023888890005765
1.0,CP,18941,1.2005232246156083
1.0,CP,18941,1.4648788036774931
1.0,CS,18941,1.7123901793675032
0.0,CP,18941,1.3927808710723184
1.0,SS,18941,1.4482039964295836
nan,CP,18941,nan
1.0,US,18941,1.203322513762032
1.0,SS,18941,2.0906794022394024
1.0,CP,18941,1.7386734386745957
1.0,US,18941,1.1146256349074974
1.0,CS,18941,2.1492914446698705
1.0,CS,18941,1.8851284642914834
1.0,SS,18941,1.4131380483067915
1.0,CS,18941,1.293103921234433
1.0,CP,18941,0.9974736572457914
1.0,CS,18941,0.8395764675788087
1.0,CP,18941,1.2745668635143375
1.0,CS,18941,2.346189789350319
1.0,CS,18941,1.1224934348647366
1.0,US,18941,1.092693080941899
1.0,SS,18941,1.1273039683565003
1.0,US,18941,1.537901397647147
1.0,US,18941,1.0182318050101458
1.0,CS,18941,1.3403798323615774
1.0,US,18941,1.460417800459254
1.0,CP,18941,0.9165168439631088
1.0,US,18941,1.1510730737227277
1.0,CS,18941,1.3509550346407195
1.0,SS,18941,1.0953694813451875
1.0,US,18941,0.9855140225990908
1.0,SS,18941,1.156106738586459
1.0,US,18941,0.8520427596013178
1.0,SS,18941,0.9425008883172268
1.0,CS,18941,1.4331908461099374
1.0,SS,18941,1.0012102226828574
1.0,US,18941,1.1477749085115647
1.0,SS,18941,0.9076752915116231
0.0,CP,18941,2.694346257731013
1.0,SS,18941,1.37488540891718
1.0,CP,18941,1.2062642456821777
1.0,US,18941,1.2381292032187048
1.0,CS,18941,0.878126845065708
1.0,CP,18941,1.0332860094840726
0.0,SS,18941,0.8193281594958535
1.0,CP,18941,1.3263690391922864
1.0,SS,18941,1.2140071867561346
1.0,CP,18941,1.037910480352366
1.0,CP,18941,1.7768715216716373
1.0,SS,18941,1.1604502010250144
1.0,CS,18941,0.9683234050862666
1.0,CS,18941,0.8913978122891422
1.0,CP,18941,1.117656314982014
1.0,CS,18941,0.9926928984641563
1.0,US,18941,0.866820458397342
1.0,CP,18941,2.6694519997199677
1.0,CP,18941,1.2537079196699779
1.0,CS,18941,0.8532815819289681
1.0,CS,18941,0.9678997343071387
1.0,US,18941,0.8990947693473572
1.0,US,18941,0.89328470908913
1.0,SS,18941,0.9838506903015514
1.0,CS,18941,1.082401888928871
1.0,CS,18941,0.8529284211781487
1.0,US,18941,0.8076535126674571
1.0,US,18941,0.9782587864319794
1.0,CS,18941,0.8848661687006825
1.0,CP,18941,0.8559246764052659
1.0,US,18941,1.169984329098952
1.0,SS,18941,1.1625516207295732
1.0,US,18941,1.041940422503103
1.0,US,18941,0.8206627367435431
1.0,SS,18941,1.0156616208296327
1.0,CS,18941,1.4018014959037828
1.0,US,18941,0.8897128475327918
1.0,SS,18941,0.9483527817610593
1.0,CP,18941,0.8390058753338963
1.0,SS,18941,1.0736206408728322
1.0,SS,18941,0.868726307662655
1.0,CP,18941,1.0628608528259065
1.0,SS,18941,0.7937969771101052
1.0,US,18941,0.812544921243898
1.0,CP,18941,0.7591423375015438
1.0,SS,18941,1.1053024112934509
0.0,CP,18941,2.747838508506902
1.0,SS,18941,0.9483733223714808
1.0,CP,18941,1.7509508527255093
1.0,CP,18941,1.1264671001317765
1.0,CS,18941,1.3695542977184232
1.0,SS,18941,1.576991136866127
1.0,CS,18941,1.0013970252348372
1.0,CP,18941,0.9635545634100708
1.0,CP,18941,0.894242910997491
1.0,CS,18941,1.9288084630898084
1.0,US,18941,0.8888149079084542
1.0,CS,18941,1.0513973480792629
1.0,CS,18941,0.8859073782568885
1.0,CP,18941,1.024561982774685
1.0,CS,18941,1.0752307492548425
1.0,US,18941,1.0937947091915703
1.0,US,18941,1.016868683263965
1.0,CP,18941,1.0030584054384235
nan,CS,18941,nan
1.0,US,18941,1.160323314850757
1.0,CS,18941,0.9682120183679217
0.0,CS,18941,3.1231774872412643
1.0,US,18941,0.9947498711644585
1.0,SS,18941,1.0373390669647051
1.0,US,18941,0.8158856174613902
0.0,CP,19621,1.2272367701807525
0.0,SS,19621,3.2910978159743536
1.0,CS,19621,1.5737046765243576
1.0,US,19621,2.93359939174843
1.0,SS,19621,0.9657194757674006
0.0,SS,19621,1.6083199479980976
1.0,US,19621,1.7121507382580603
1.0,SS,19621,1.2884592447662726
0.0,SS,19621,1.7039459481038648
1.0,US,19621,2.5199355570184707
nan,CP,19621,nan
1.0,SS,19621,0.9224729625220789
1.0,CP,19621,1.5091575968017423
0.0,CP,19621,0.8850541972751671
0.0,CS,19621,1.1436658005204663
0.0,CP,19621,1.7355074343795422
1.0,SS,19621,1.623485434365648
0.0,CP,19621,0.8635395266992418
nan,US,19621,nan
1.0,SS,19621,1.6765840266962186
1.0,CP,19621,1.9005354333639843
nan,US,19621,nan
1.0,CS,19621,1.5991068184393953
0.0,CS,19621,1.1830049034469994
1.0,SS,19621,0.9029620490746311
1.0,CS,19621,1.3939677813505114
0.0,CP,19621,1.2573700225257198
0.0,CS,19621,1.2814274311713234
0.0,CP,19621,1.08195137257826
1.0,CS,19621,1.979981784517804
1.0,CS,19621,1.9637808941988624
1.0,US,19621,1.819874555339993
1.0,SS,19621,1.092248789511359
nan,US,19621,nan
1.0,US,19621,1.2728584366595896
1.0,CS,19621,1.7287579066105536
1.0,US,19621,2.016852310689501
1.0,CP,19621,1.7606939111283282
1.0,US,19621,1.2486973657996714
0.0,CS,19621,1.24065492684349
1.0,SS,19621,1.0246533898371126
0.0,US,19621,0.8755169939649932
1.0,SS,19621,0.709807027316856
1.0,US,19621,1.6162845560756978
1.0,SS,19621,1.2727794808452018
1.0,CS,19621,1.3687017712836678
1.0,SS,19621,1.0721615527800168
nan,US,19621,nan
nan,SS,19621,nan
nan,CP,19621,nan
1.0,SS,19621,1.0750996293681965
0.0,CP,19621,1.5810034540045308
1.0,US,19621,1.5015625289925083
0.0,CS,19621,1.0215807875865721
0.0,CP,19621,1.0397067439134844
1.0,SS,19621,0.8181913631542557
0.0,CP,19621,0.8051829104533681
0.0,SS,19621,1.9834258851406048
nan,CP,19621,nan
1.0,CP,19621,2.2179792555944005
0.0,SS,19621,2.737943010781237
nan,CS,19621,nan
1.0,CS,19621,1.2045263837735547
0.0,CP,19621,0.708457920645742
1.0,CS,19621,1.7588926538501255
nan,US,19621,nan
0.0,CP,19621,2.6095351563071745
0.0,CP,19621,0.8900761989589228
1.0,CS,19621,2.0599573411363963
0.0,CS,19621,0.9559567626274657
1.0,US,19621,1.1265855018755246
1.0,US,19621,2.049231508466619
1.0,SS,19621,1.0891967608895357
1.0,CS,19621,1.6837382293178962
1.0,CS,19621,1.515605856264301
1.0,US,19621,2.1236092394174193
1.0,US,19621,1.2759268158988561
1.0,CS,19621,1.4040272540423757
0.0,CP,19621,1.0113495130626688
1.0,US,19621,2.789935202094057
1.0,SS,19621,1.093986882140598
0.0,US,19621,2.096687765106253
0.0,US,19621,1.392976890427235
1.0,SS,19621,1.0403432029488613
nan,CS,19621,nan
0.0,US,19621,1.0856908762161765
0.0,SS,19621,2.264201554718966
0.0,CP,19621,0.8481146020640153
1.0,SS,19621,0.8347944197885226
1.0,SS,19621,1.3093578434454685
1.0,CP,19621,2.0693085034981777
1.0,SS,19621,0.9092458608774905
1.0,US,19621,1.2238866645730013
0.0,CP,19621,0.9278898455304443
1.0,SS,19621,0.8584487477364746
0.0,CP,19621,1.613029299707705
0.0,SS,19621,1.812969049991807
0.0,CP,19621,0.9249033096275525
0.0,CP,19621,0.9680194961547386
0.0,CS,19621,0.7142336330034595
nan,SS,19621,nan
0.0,CS,19621,0.9914652634543017
0.0,CP,19621,1.1140976431888703
0.0,CP,19621,0.8765235948358168
nan,CS,19621,nan
1.0,US,19621,1.4102954461286572
1.0,CS,19621,1.9697031966661598
0.0,CS,19621,1.0657847806614882
0.0,CP,19621,0.8524241365830676
1.0,CS,19621,1.5348745543378755
0.0,US,19621,1.0788546594794752
1.0,US,19621,1.2253791610128246
0.0,CP,19621,1.5693336797921802
1.0,CS,19621,1.2898014544571197
1.0,US,19621,2.097177952864513
0.0,CS,19621,1.001720528511214
nan,CS,19621,nan
1.0,US,19621,1.4063112486546743
nan,SS,19621,nan
1.0,US,19621,1.1768950109963043
1.0,CP,19679,1.601516006777274
1.0,SS,19679,1.0240774391158993
1.0,CS,19679,1.443177788027242
1.0,US,19679,1.5146285575347065
1.0,SS,19679,1.2271397778204118
1.0,SS,19679,1.1630078153984869
1.0,US,19679,2.035031313728723
1.0,SS,19679,0.8023847722552091
1.0,SS,19679,0.9649054341834926
1.0,US,19679,1.3920334442891544
1.0,CP,19679,1.2794851231710709
0.0,SS,19679,3.1273263086659426
1.0,CP,19679,1.3038490941362397
0.0,CP,19679,1.3832709983053064
1.0,CS,19679,1.5357115471379075
1.0,CP,19679,1.4712195450119907
1.0,SS,19679,1.5516346654767403
1.0,CP,19679,1.9435032204046365
1.0,US,19679,1.6953189915684561
1.0,SS,19679,1.310823409097793
1.0,CP,19679,1.1991834407799615
1.0,US,19679,1.239262991407486
1.0,CS,19679,1.2786338954665553
0.0,CS,19679,1.4305088240307668
1.0,SS,19679,1.2469920422299765
1.0,CS,19679,1.2308623056178476
1.0,CP,19679,1.150265706493883
1.0,CS,19679,1.830269082304767
0.0,CP,19679,0.8867922999033908
1.0,CS,19679,1.137664719919485
1.0,CS,19679,1.4199317177826742
1.0,US,19679,1.0678167767873674
1.0,SS,19679,1.4937325990831596
1.0,US,19679,0.9979020052332999
1.0,US,19679,0.9928580595351377
1.0,CS,19679,2.779500502310839
1.0,US,19679,1.043602813342659
1.0,CP,19679,3.2940876728262083
1.0,US,19679,1.0381198959275935
1.0,CS,19679,1.080646757035538
1.0,SS,19679,0.875237858811488
1.0,US,19679,1.0852635849569197
1.0,SS,19679,0.7998978664309107
1.0,US,19679,1.0744759953477114
1.0,SS,19679,1.2771697761154428
0.0,CS,19679,3.0769812861572063
1.0,SS,19679,0.8770062312632945
1.0,US,19679,1.4156650938948587
1.0,SS,19679,1.0875283339519228
0.0,CP,19679,1.4821900029073731
1.0,SS,19679,0.8985317989945543
1.0,CP,19679,1.5005332888840712
1.0,US,19679,1.4050405117359333
1.0,CS,19679,1.2928669176544645
1.0,CP,19679,1.0768992490402525
1.0,SS,19679,0.8796297115468406
1.0,CP,19679,2.641642791686536
1.0,SS,19679,0.906114845747652
nan,CP,19679,nan
0.0,CP,19679,1.703550320336035
1.0,SS,19679,0.9587794082553955
1.0,CS,19679,1.4413057530146034
1.0,CS,19679,1.1618656172613555
1.0,CP,19679,0.9852686211006585
1.0,CS,19679,1.2597356550595578
1.0,US,19679,1.0443339105067935
1.0,CP,19679,1.014898658499078
1.0,CP,19679,1.0733057068946437
1.0,CS,19679,1.276191975054644
1.0,CS,19679,0.8755632149905068
1.0,US,19679,1.182174671894245
1.0,US,19679,0.9665988600245328
1.0,SS,19679,0.7932452561190075
1.0,CS,19679,0.8993286327322494
1.0,CS,19679,0.9498229920091035
1.0,US,19679,1.1369961198724923
1.0,US,19679,0.95552040525763
1.0,CS,19679,0.8941524980200484
1.0,CP,19679,1.0566871013343189
1.0,US,19679,1.7153264580556424
1.0,SS,19679,0.9873054291701919
