response,stim,subj_idx,rt
1.0,CP,17991,1.061641823966056
1.0,SS,17991,0.8477577275280055
1.0,CS,17991,0.9304584711371717
1.0,US,17991,0.8855503492450225
1.0,SS,17991,0.9682304077978188
1.0,SS,17991,0.8823385527502978
1.0,US,17991,1.0849957736209035
1.0,SS,17991,0.8961766242446174
1.0,SS,17991,0.9467479459653987
1.0,US,17991,1.0767629856018175
1.0,CP,17991,0.7600004304586037
nan,SS,17991,nan
1.0,CP,17991,0.9432769019695115
1.0,CP,17991,1.3063802560700424
1.0,CS,17991,0.8419402966428606
1.0,CP,17991,1.2605568331910035
1.0,SS,17991,0.7405581372640881
1.0,CP,17991,0.7671724092306249
1.0,US,17991,1.1384052042667463
1.0,SS,17991,1.060795544355642
1.0,CP,17991,0.8789235331660166
1.0,US,17991,1.3295975826840731
1.0,CS,17991,1.314017232032711
1.0,CS,17991,1.1139803148889769
1.0,SS,17991,0.8280877934339514
1.0,CS,17991,0.959286922492538
1.0,CP,17991,0.873799372026042
1.0,CS,17991,0.9086083765578223
1.0,CP,17991,0.7671133528965584
1.0,CS,17991,0.8177300842871773
1.0,CS,17991,0.8363883305046329
1.0,US,17991,0.823004563259019
1.0,SS,17991,0.7937495852493157
1.0,US,17991,0.8516607845176623
1.0,US,17991,0.8623429966992262
1.0,CS,17991,1.04093452088091
1.0,US,17991,0.7801736758719926
1.0,CP,17991,0.8388244027737528
1.0,US,17991,1.128898199292962
1.0,CS,17991,0.7479639681696426
1.0,SS,17991,0.8381132693448308
1.0,US,17991,1.56119969219435
1.0,SS,17991,0.6967689575412805
1.0,US,17991,0.9312433242212137
1.0,SS,17991,0.8219087124343787
1.0,CS,17991,1.5689854670199566
1.0,SS,17991,0.9605035028198472
1.0,US,17991,1.2750551090175577
1.0,SS,17991,0.6910406224924373
1.0,CP,17991,1.190094258996396
1.0,SS,17991,1.0302083518254221
1.0,CP,17991,0.8173692643449613
1.0,US,17991,1.1628911351672286
1.0,CS,17991,1.1154057339845167
1.0,CP,17991,0.9814083922647114
1.0,SS,17991,1.1680030964253092
1.0,CP,17991,1.2079665542623843
1.0,SS,17991,0.6805784022253647
1.0,CP,17991,0.6346325082868134
1.0,CP,17991,0.6772858657295728
1.0,SS,17991,0.9204258876525273
1.0,CS,17991,1.6504869916716416
1.0,CS,17991,1.1064302149625291
1.0,CP,17991,1.013689362200239
1.0,CS,17991,1.5442472247468686
1.0,US,17991,0.9922250467898266
1.0,CP,17991,1.5382600663069752
1.0,CP,17991,1.9621267001111846
1.0,CS,17991,1.0663084353782324
nan,CS,17991,nan
0.0,US,17991,3.3594398290879326
1.0,US,17991,1.2238655787132302
1.0,SS,17991,0.9753733005600225
1.0,CS,17991,0.8664440761858714
1.0,CS,17991,1.0125894838511158
1.0,US,17991,0.6792114439067518
1.0,US,17991,0.801800734585413
1.0,CS,17991,0.8524931678111898
1.0,CP,17991,0.7191608971443202
1.0,US,17991,0.7697454835306416
1.0,SS,17991,0.9648507275687734
1.0,US,17991,1.071592494385186
1.0,US,17991,1.074124174509052
1.0,SS,17991,1.2441696871155727
1.0,CS,17991,2.4201611287498963
1.0,US,17991,1.1641279343348288
1.0,SS,17991,1.4440667898761603
1.0,CP,17991,2.252029030532867
1.0,SS,17991,0.9561164148981334
1.0,SS,17991,1.463124696540035
1.0,CP,17991,1.4385466769817867
0.0,SS,17991,1.470490790599797
1.0,US,17991,1.6545990919603355
1.0,CP,17991,1.367114711445538
1.0,SS,17991,1.0469041104097414
1.0,CP,17991,1.2095961499380792
1.0,SS,17991,0.7770335777513537
1.0,CP,17991,0.8841412628335092
1.0,CP,17991,1.2782701359556086
1.0,CS,17991,0.8382413681083563
1.0,SS,17991,1.4254059929953655
1.0,CS,17991,1.5607599098984792
1.0,CP,17991,0.30477488035285205
1.0,CP,17991,0.8759474055532337
0.0,CS,17991,1.2225994017699122
1.0,US,17991,1.5185984098443441
1.0,CS,17991,1.2620270122588408
1.0,CS,17991,1.5099083367858839
1.0,CP,17991,1.110364658976323
1.0,CS,17991,0.7045860351718147
1.0,US,17991,0.7956767846626462
1.0,US,17991,0.8616558178709965
1.0,CP,17991,1.6962904363390408
1.0,CS,17991,1.5928281428805349
1.0,US,17991,1.7688230803159968
1.0,CS,17991,1.024342951581275
1.0,CS,17991,0.7953653628155735
1.0,US,17991,0.661348719653688
1.0,SS,17991,0.920608753542183
1.0,US,17991,0.9386450313486421
0,CP,18288,1.3139537033202942
1,SS,18288,1.3459648136140459
0,CS,18288,3.5852038824541523
1,US,18288,1.249746566718386
1,SS,18288,1.0652677810157911
1,SS,18288,1.3798878366269491
1,US,18288,1.4923201211149717
1,SS,18288,1.3236652530922584
1,SS,18288,1.45179245800864
1,US,18288,1.5317797512179823
1,CP,18288,2.6201183842549653
1,SS,18288,1.076094298137832
1,CP,18288,1.6307731760789466
1,CP,18288,1.2781515831266006
1,CS,18288,1.3585281991727243
1,CP,18288,1.3264858915572404
1,SS,18288,1.518037538851786
1,CP,18288,1.3259555701861245
1,US,18288,1.3504436143539351
1,SS,18288,1.341817398686544
1,CP,18288,2.1818607526947744
1,US,18288,1.549790786984886
1,CS,18288,1.6620265060919337
1,CS,18288,1.9176003499123908
1,SS,18288,1.4220926354701078
1,CS,18288,1.4455266421136912
1,CP,18288,1.9415200475905294
1,CS,18288,1.7972524911601795
1,CP,18288,1.7017534489896207
1,CS,18288,1.7092666644384735
1,CS,18288,2.269197126510335
1,US,18288,1.6292795877925528
0,SS,18288,1.9096292148187786
1,US,18288,1.4214856322141713
1,US,18288,1.4770750683437655
1,CS,18288,1.0135820796222106
1,US,18288,1.2237136355433904
1,CP,18288,1.5601519731444569
1,US,18288,2.087489722878672
1,CS,18288,1.4159671473644266
1,SS,18288,1.1679803133501991
1,US,18288,1.359322620965031
1,SS,18288,1.3113209225375613
1,US,18288,1.399699371695533
1,SS,18288,1.1757920208674477
1,CS,18288,1.7911507048374915
1,SS,18288,1.3270787940564333
1,US,18288,1.4951036548609409
1,SS,18288,1.3190897472741199
1,CP,18288,1.454945453817345
1,SS,18288,1.3269907966750907
1,CP,18288,1.6071911445833393
1,US,18288,1.4547414981734619
1,CS,18288,1.7375684427406668
1,CP,18288,1.671336936280568
1,SS,18288,1.2546537260459445
1,CP,18288,1.343040254263542
1,SS,18288,1.3110773957450874
1,CP,18288,1.302546056387655
1,CP,18288,1.6223550367958524
1,SS,18288,1.2144785848431638
1,CS,18288,1.4229021385745
1,CS,18288,1.4143600491952384
1,CP,18288,1.0783549549159943
1,CS,18288,2.0494255923767923
1,US,18288,1.4810331607732223
1,CP,18288,1.4413991270594124
1,CP,18288,1.4567690593466978
1,CS,18288,1.6172476635765634
1,CS,18288,1.2171839779020956
1,US,18288,1.193250982561949
1,US,18288,1.2891137448277732
1,SS,18288,1.3046322644349857
1,CS,18288,1.7048841115829418
1,CS,18288,1.5128418283675273
1,US,18288,1.2644605852583481
1,US,18288,1.312429955416519
1,CS,18288,1.8483106427411258
1,CP,18288,1.2487097731427639
