non_decision,subj_idx
0.0173152019231,18977
0.485581134359,18978
0.635827237949,18979
0.722648486026,19686
0.105056657564,17991
0.678306124615,19687
0.567642266667,18919
0.433000724231,18988
0.539273233846,18350
0.838594397179,18288
0.555717706282,18864
0.492864107436,18547
0.312556231667,18325
0.441649785128,18619
0.681357939872,18333
0.654527096923,18334
