threshold,subj_idx
6.33058021,18977
3.83318987269,18978
3.39211221423,18979
3.29219889782,19686
6.66552384372,17991
5.60472801872,19687
4.36056523179,18919
5.85135649782,18988
2.95529177885,18350
4.85436635141,18288
3.98604014231,18864
2.80534828115,18547
4.96222873782,18325
4.68034963513,18619
4.51596681372,18333
4.12561602949,18334
