bias,subj_idx
0.624698917949,18977
0.62774747641,18978
0.628071150769,18979
0.627980360385,19686
0.624395488205,17991
0.625998503846,19687
0.626628386795,18919
0.625540823718,18988
0.628417269231,18350
0.627137097821,18288
0.627484352436,18864
0.629219829744,18547
0.626116863718,18325
0.626722763333,18619
0.626850793077,18333
0.626389535128,18334
