stim,onset,rt,response,error_onset,error_duration
2,0.6388559420101956,1.6248643950711994,1,nil,nil
1,6.678822054562261,0.9453314139900613,1,nil,nil
3,10.732139045911026,2.2599732592061628,0,10.732139045911026,2.2599732592061628
4,18.772124319473733,2.0758024203169043,1,nil,nil
1,22.812094431466903,0.9638093554167426,1,nil,nil
1,28.865402740151694,1.214350559961531,1,nil,nil
4,36.90536997263007,1.029909661216152,1,nil,nil
1,42.95868276301189,1.5848215011192224,1,nil,nil
1,48.99865848264017,1.1209029466899665,1,nil,nil
4,55.05196278486983,1.2195554406989686,1,nil,nil
2,61.09193461835457,1.9153873229115561,1,nil,nil
1,67.13190584124641,0.9153860576116131,1,nil,nil
2,71.18522321158343,1.4700400014025945,1,nil,nil
2,79.22518774300988,2.349820851422919,1,nil,nil
3,83.26518862832017,2.133325659973707,1,nil,nil
2,91.30514238262003,1.3658765267355193,1,nil,nil
1,97.34513643810351,1.2137478168006055,1,nil,nil
2,101.38511025877597,1.3097318030067981,1,nil,nil
4,107.42508656192695,1.469666333128771,1,nil,nil
1,115.46506336538368,0.8936165923041699,1,nil,nil
2,123.5183558507706,1.2401377013993624,1,nil,nil
4,129.558328875366,1.6001182045129099,1,nil,nil
3,137.5982954040046,1.2880914857778407,1,nil,nil
3,143.63827322311226,0.9835237459756172,1,nil,nil
1,151.6915615185644,1.8907505910410691,1,nil,nil
3,157.7315577727877,1.1545720069389063,1,nil,nil
2,165.77150653104763,1.6504616268466634,1,nil,nil
3,169.81150430323214,1.3305423505335057,1,nil,nil
2,177.85145488124,2.2023910265797895,1,nil,nil
3,181.89146729564163,1.5059651059273165,1,nil,nil
3,187.93142121437086,1.0263923049169534,1,nil,nil
4,191.98474663972956,1.0049143695032399,1,nil,nil
1,200.0380370466919,0.8956196071758313,1,nil,nil
4,208.09134139804883,0.8181186486726801,1,nil,nil
4,216.1446513139308,0.9562984760214022,1,nil,nil
3,220.19795273965065,1.1349547789741337,1,nil,nil
4,224.2512868306294,0.8419812049451139,1,nil,nil
2,232.30458798464133,1.5165323524397536,1,nil,nil
4,236.34456767362826,0.9164519916976133,1,nil,nil
3,244.3978565285397,0.9511864265750773,1,nil,nil
1,252.45114366897724,1.1296983527008706,1,nil,nil
4,258.50447034359786,0.9558890955395327,1,nil,nil
1,262.5577878372551,0.9989776065522165,1,nil,nil
4,268.6110972768929,0.8570103720703628,1,nil,nil
1,274.6644193434877,1.0361824371611874,1,nil,nil
3,282.71771005424307,0.8947814034636394,1,nil,nil
1,290.77100408867227,0.8652297025237203,1,nil,nil
4,298.82429648382276,0.8200358826525189,1,nil,nil
1,304.8776269092341,0.830168260159553,1,nil,nil
2,310.9309203410903,0.9527817754351418,1,nil,nil
1,314.9842383942105,1.179827363419463,0,314.9842383942105,1.179827363419463
2,323.0241851552564,1.0113439146171004,1,nil,nil
4,329.0775137759556,0.9423705912431615,1,nil,nil
3,333.130828782123,0.8734368571967934,1,nil,nil
2,337.1841499543825,1.0116193765716162,1,nil,nil
1,345.2374579181669,0.8542824501946598,1,nil,nil
2,351.29075184030444,0.8968086736385885,1,nil,nil
1,355.3440860215178,1.0354361323061312,1,nil,nil
2,359.39738010507426,0.7981118800071272,1,nil,nil
2,365.45069746137415,1.0087755682325223,1,nil,nil
1,371.50401529291594,0.8593814154937718,1,nil,nil
3,375.55731869479496,1.6858645053598593,1,nil,nil
3,381.59730746849345,1.021552649413934,1,nil,nil
2,387.65061475751827,0.8406477225562412,1,nil,nil
3,395.7039058081609,1.2192410541501886,1,nil,nil
4,399.743888264371,0.7711747621306131,1,nil,nil
2,407.79719396925975,0.8296530544721463,1,nil,nil
2,415.8505048235911,0.7843022789493261,1,nil,nil
3,419.903822509752,0.6988949809001497,1,nil,nil
3,425.9571146452254,0.9730000200524955,1,nil,nil
4,430.0104282948505,0.783678420677461,1,nil,nil
4,438.0637356540574,0.9068717412446858,1,nil,nil
1,442.11706292022245,0.7734224987216294,1,nil,nil
3,448.1703597208725,0.9919437662283599,1,nil,nil
