onset,error_onset,subj_idx,error_duration,response,stim,rt
623.6032826547271,nil,18979,nil,1,CS,1.021668638146366
627.6564404225028,nil,18979,nil,1,US,0.8954669888407807
633.7097409107773,nil,18979,nil,1,CS,3.113979922596627
641.7497075807842,nil,18979,nil,1,CS,0.9464619446771394
645.8030273243166,645.8030273243166,18979,2.8770705641727545,0,CP,2.8770705641727545
649.8430023872315,nil,18979,nil,1,CS,0.988963506752043
657.8963158253027,nil,18979,nil,1,US,0.7995572213476407
665.9496266495553,nil,18979,nil,1,US,0.8820461554641952
670.0029288212245,nil,18979,nil,1,CP,0.8044207892598934
676.0562533331977,nil,18979,nil,1,CS,1.1274028123407334
682.1095602582718,nil,18979,nil,1,US,0.9461104713300301
690.1628486319278,nil,18979,nil,1,CS,0.8046868246092345
698.2161598832936,nil,18979,nil,1,CS,0.7916062422918912
706.2694741755986,nil,18979,nil,1,US,0.8417296764528146
710.32276588897,nil,18979,nil,1,SS,0.972442638289067
718.3760683092878,nil,18979,nil,1,US,0.9830901522982458
0.6369389035389759,nil,18977,nil,1.0,CP,1.9739367779893655
6.676905765047195,6.676905765047195,18977,0.13462180791793799,0.0,SS,0.13462180791793799
10.730230318131362,nil,18977,nil,1.0,CS,2.0964987086299516
18.7701652493015,nil,18977,nil,nil,US,3.8001365694453852
22.836817238994627,nil,18977,nil,1.0,SS,1.7098505910435051
28.876812380312913,nil,18977,nil,1.0,SS,0.9663019280324079
36.930093676495744,nil,18977,nil,1.0,US,1.6564088721570442
42.97009451167651,nil,18977,nil,1.0,SS,0.8163445432583103
49.023410309910105,nil,18977,nil,1.0,SS,1.1790036635629804
55.063392676887815,nil,18977,nil,1.0,US,1.187319786644366
61.116675599314476,nil,18977,nil,1.0,CP,1.6614556783206353
67.15666595514267,nil,18977,nil,1.0,SS,1.0219006426777923
71.21000366456428,nil,18977,nil,1.0,CP,2.360578702413477
79.24996194267078,79.24996194267078,18977,0.9604432248161174,0.0,CP,0.9604432248161174
83.30325051885484,nil,18977,nil,1.0,CS,1.0590938389195799
91.35655587182555,nil,18977,nil,1.0,CP,1.4056558337251772
97.39653859673854,nil,18977,nil,1.0,SS,1.1416326371818286
101.44987357803984,101.44987357803984,18977,1.2878436689752562,0.0,CP,1.2878436689752562
107.48983241761016,nil,18977,nil,1.0,US,1.1202645063622185
115.54315551990658,nil,18977,nil,1.0,SS,0.9387835550787713
123.59644341832245,nil,18977,nil,1.0,CP,1.3169697229768644
129.63642322261148,nil,18977,nil,1.0,US,1.069405914435265
137.68970908170377,nil,18977,nil,1.0,CS,1.1759443938681216
143.72969345491765,nil,18977,nil,1.0,CS,1.3754600467218552
151.7696607355192,nil,18977,nil,1.0,SS,1.151800125328009
157.8096376552803,nil,18977,nil,1.0,CS,1.3111911669457186
165.84959024253294,nil,18977,nil,1.0,CP,1.335596811677533
169.88958676646143,nil,18977,nil,1.0,CS,1.4157358956872486
177.92957259948525,177.92957259948525,18977,0.823539162214729,0.0,CP,0.823539162214729
181.98287578780582,nil,18977,nil,1.0,CS,1.0662500235630432
188.03619944555248,188.03619944555248,18977,1.340303457021946,0.0,CS,1.340303457021946
192.07615434082982,nil,18977,nil,1.0,US,1.0208700478251558
200.12948555229195,nil,18977,nil,1.0,SS,1.047337817704829
208.18283337009598,nil,18977,nil,1.0,US,0.8973421189311921
216.23606432689303,nil,18977,nil,1.0,US,1.5160929897028836
220.2760387852304,nil,18977,nil,1.0,CS,1.0601158974914142
224.32936261342184,nil,18977,nil,1.0,US,0.8071643850435066
232.38268606162092,232.38268606162092,18977,1.1453141800102458,0.0,CP,1.1453141800102458
236.42264197656004,nil,18977,nil,1.0,US,0.9452772606491635
244.47595799837654,nil,18977,nil,1.0,CS,1.2439414953041705
252.51591572003053,nil,18977,nil,1.0,SS,0.8682356580684427
258.56924080349745,nil,18977,nil,1.0,US,0.8547667351795099
262.6225679794261,nil,18977,nil,1.0,SS,0.8015120444360946
268.67587488946265,nil,18977,nil,1.0,US,0.7636681027488521
274.72917458065604,nil,18977,nil,1.0,SS,0.902775818885857
282.78246986334307,nil,18977,nil,1.0,CS,1.1053330312115577
290.83577114970103,nil,18977,nil,1.0,SS,1.0997920713052736
298.8890876497662,nil,18977,nil,1.0,US,0.9099630686087039
304.9423818396026,nil,18977,nil,1.0,SS,1.017048324125426
310.99570019751627,nil,18977,nil,1.0,CP,0.8835774341041542
315.04902158333243,nil,18977,nil,1.0,SS,0.8063135453521681
323.10233076228906,nil,18977,nil,1.0,CP,1.048415470379041
329.1556297105453,nil,18977,nil,1.0,US,0.9075989342181856
333.2089420998818,nil,18977,nil,1.0,CS,0.8301217617972725
337.26225960857846,337.26225960857846,18977,0.7848024153045117,0.0,CP,0.7848024153045117
345.3155740994007,nil,18977,nil,1.0,SS,0.7873706112950458
351.3688835600915,nil,18977,nil,1.0,CP,1.029467717742591
355.4221808530274,nil,18977,nil,1.0,SS,0.9847228496382741
359.47551146091246,nil,18977,nil,1.0,CP,1.0752704288188397
365.52881367268674,nil,18977,nil,1.0,CP,0.8378677047094243
371.5821358265075,nil,18977,nil,1.0,SS,0.7444524047768937
375.63541089142745,nil,18977,nil,1.0,CS,0.8512388333547278
381.6887496696381,nil,18977,nil,1.0,CS,0.9737141168443486
387.7420632661251,nil,18977,nil,1.0,CP,0.7604657496067375
395.79536342453866,nil,18977,nil,1.0,CS,0.9548472723799932
399.8486759221578,nil,18977,nil,1.0,US,0.8135552552157606
407.90198861729186,nil,18977,nil,1.0,CP,0.7762676636011747
415.9552902675987,nil,18977,nil,1.0,CP,0.7226280552240496
420.00859330252024,nil,18977,nil,1.0,CS,0.6129491061674344
426.06190855934074,nil,18977,nil,1.0,CS,0.7280063265134231
430.11523078133905,nil,18977,nil,1.0,US,0.7141757697590947
438.16851824662444,nil,18977,nil,1.0,US,0.8212766149645176
442.22184042651315,nil,18977,nil,1.0,SS,0.8238365393681306
448.2751495834127,nil,18977,nil,1.0,CS,0.890298620399335
456.3284468603051,nil,18977,nil,1.0,CS,0.652954251596384
460.3817637794655,nil,18977,nil,1.0,US,0.6957948976832995
468.43506530043487,nil,18977,nil,1.0,US,0.7457362034911057
474.4883791736429,nil,18977,nil,1.0,CS,0.6364457875042717
482.54168514623234,nil,18977,nil,1.0,CP,0.6714854620568076
488.5949900831165,nil,18977,nil,1.0,US,0.6096671683098975
492.64831338794284,nil,18977,nil,1.0,SS,0.7883351537511771
496.70163937276266,nil,18977,nil,1.0,US,0.7593059435130272
502.75493793300484,nil,18977,nil,1.0,US,0.8260349833071814
510.8082117516715,nil,18977,nil,1.0,SS,0.6526884087470535
514.8615446725962,nil,18977,nil,1.0,CS,0.7427153711196297
522.9148481366374,nil,18977,nil,1.0,US,0.6894464141405479
528.968166133609,nil,18977,nil,1.0,SS,0.8123675783790532
533.0214738788236,nil,18977,nil,1.0,CP,0.6711685158261389
537.0747851702945,nil,18977,nil,1.0,SS,0.5851793099973293
543.1280933075323,nil,18977,nil,1.0,SS,0.5882965710516146
547.1814224235259,nil,18977,nil,1.0,CP,1.2068777328822762
551.2213803176292,nil,18977,nil,1.0,SS,1.2708258524744451
557.2613804820594,nil,18977,nil,1.0,US,0.6947767733781802
563.3146831450085,nil,18977,nil,1.0,CP,0.9289562638477946
571.3679911900072,nil,18977,nil,1.0,SS,0.6519865659356583
577.4213039262486,nil,18977,nil,1.0,CP,0.7826947362609644
581.4746091328379,nil,18977,nil,1.0,SS,0.6731543378209608
587.5279173512881,nil,18977,nil,1.0,CP,0.6839674610728252
593.5812378447754,nil,18977,nil,1.0,CP,0.7025015139515745
597.6345563761424,nil,18977,nil,1.0,CS,0.681240525773319
601.6878644040953,nil,18977,nil,1.0,SS,0.819841419102886
607.7411760755567,nil,18977,nil,1.0,CS,0.7103337942025973
611.7944867383867,nil,18977,nil,1.0,CP,0.6889705511384818
619.8477990394931,nil,18977,nil,1.0,CP,0.7555550095748913
623.9011147494966,nil,18977,nil,1.0,CS,0.6697464281769498
627.95443846339,nil,18977,nil,1.0,US,0.6648210850307805
634.0077364491335,nil,18977,nil,1.0,CS,0.6589559239600931
642.0610482148404,nil,18977,nil,1.0,CS,0.6140292523487005
646.1143574639809,nil,18977,nil,1.0,CP,0.7125742548050766
650.1676752163148,nil,18977,nil,1.0,CS,0.9313101234220085
658.2209648652988,nil,18977,nil,1.0,US,0.6219401698435831
666.2742819398627,nil,18977,nil,1.0,US,0.7043800579504023
670.3275941667762,nil,18977,nil,1.0,CP,0.5867107420363027
676.3809087257741,nil,18977,nil,1.0,CS,0.5331832272240717
682.4342173202058,nil,18977,nil,1.0,US,0.5123158764381515
690.4874938339071,nil,18977,nil,1.0,CS,0.5629607665996446
698.5408094286086,nil,18977,nil,1.0,CS,0.7094876287119405
706.5941042300401,nil,18977,nil,1.0,US,0.792159792057646
710.6474176089596,nil,18977,nil,1.0,SS,0.6829023300815606
718.7007273082745,nil,18977,nil,1.0,US,0.5893099339264154
0.6457851227869469,0.6457851227869469,19687,1.4289047363772625,0,CP,1.4289047363772625
6.685787859271841,nil,19687,nil,1,SS,1.2293222137186604
10.725790485802463,nil,19687,nil,1,CS,1.1647148040210595
18.765807045077054,nil,19687,nil,1,US,2.141198525479922
22.80577854927469,nil,19687,nil,1,SS,1.4126578348086696
28.845823140139146,nil,19687,nil,1,SS,1.0286679993714642
36.899168901060875,nil,19687,nil,1,US,1.8557331081892698
42.93916107694713,nil,19687,nil,1,SS,1.4556341492434512
48.97918137332181,nil,19687,nil,1,SS,1.311603478089637
55.01918853436928,nil,19687,nil,1,US,1.3035129829286234
61.060517241056004,nil,19687,nil,1,CP,1.854182859874527
67.11257040532564,nil,19687,nil,1,SS,1.0179734970724894
71.16585236919127,71.16585236919127,19687,1.38064487126303,0,CP,1.38064487126303
79.20587959133172,nil,19687,nil,1,CP,2.052032539035281
83.24586676046692,nil,19687,nil,1,CS,1.4444437560159713
91.28589665358777,nil,19687,nil,1,CP,2.4205019614591947
97.3258927577399,nil,19687,nil,1,SS,1.2683884147236313
101.36588322950593,nil,19687,nil,1,CP,1.4682923152504372
107.40589191854633,nil,19687,nil,1,US,1.3723366220392563
115.44592064762492,nil,19687,nil,1,SS,1.1397024945181329
123.49924687850853,123.49924687850853,19687,1.6063020526980836,0,CP,1.6063020526980836
129.53924617099347,nil,19687,nil,1,US,1.254154087682764
137.57927069207472,nil,19687,nil,1,CS,2.7184859980752663
143.61925104105376,nil,19687,nil,1,CS,1.790571479132268
151.65927072549584,nil,19687,nil,1,SS,1.293949439201242
157.69929128355398,nil,19687,nil,1,CS,1.6942633518929142
165.73929148307525,nil,19687,nil,1,CP,1.6621995164023247
169.77931739044652,nil,19687,nil,1,CS,1.5988673854335502
177.81931780954164,nil,19687,nil,1,CP,1.8380360087694498
181.859327799315,nil,19687,nil,1,CS,1.566103882479183
187.89933120956084,187.89933120956084,19687,3.1815891559945157,0,CS,3.1815891559945157
191.93930250320773,nil,19687,nil,1,US,1.4780627125555839
199.97933455898055,nil,19687,nil,1,SS,1.2619251721162072
208.01934267819888,nil,19687,nil,1,US,1.6215488586840365
216.0593584313665,nil,19687,nil,1,US,1.8212578648872295
220.09935216064605,nil,19687,nil,1,CS,1.6371344430108365
224.13933828304562,nil,19687,nil,1,US,1.6377795238222461
232.1793606926094,nil,19687,nil,1,CP,1.2856829781831038
236.21936550886312,nil,19687,nil,1,US,1.701053353430325
244.2593847180624,nil,19687,nil,1,CS,2.1253729920863407
252.29938698097612,nil,19687,nil,1,SS,1.2368238088874932
258.339401014985,nil,19687,nil,1,US,1.2453441182951792
262.37940949180484,nil,19687,nil,1,SS,1.5972858824388823
268.4193918380033,nil,19687,nil,1,US,1.2051199030129283
274.4594270022317,nil,19687,nil,1,SS,1.301098052911584
282.49941985655823,nil,19687,nil,1,CS,1.29311306447471
290.5394372820965,nil,19687,nil,1,SS,1.372435412210507
298.57942912878934,nil,19687,nil,1,US,1.6608150643687623
304.6194498763434,nil,19687,nil,1,SS,1.4047955580590497
310.6594534881151,nil,19687,nil,1,CP,1.8686537611620224
314.69944999064137,nil,19687,nil,1,SS,1.5241945674688395
322.73946594232893,nil,19687,nil,1,CP,1.420111412490769
328.77947693539045,nil,19687,nil,1,US,1.764491667891889
332.8194896863797,nil,19687,nil,1,CS,1.932386304542888
336.8594939521945,nil,19687,nil,1,CP,1.50043059528889
344.8995086796822,nil,19687,nil,1,SS,1.0063190300652423
350.9528366113436,350.9528366113436,19687,1.0864592571924732,0,CP,1.0864592571924732
355.00618236290757,nil,19687,nil,1,SS,1.657068310852992
359.04635796548246,359.04635796548246,19687,3.4728395132615333,0,CP,3.4728395132615333
365.0861939792658,nil,19687,nil,1,CP,1.457010149189955
371.1261901255275,nil,19687,nil,1,SS,1.1693512796773575
375.16619741123395,nil,19687,nil,1,CS,2.169268731284319
381.206196655593,nil,19687,nil,1,CS,1.4569066396852577
387.2462075824815,nil,19687,nil,1,CP,1.6172540338757244
395.28621907050365,nil,19687,nil,1,CS,1.2257391991070108
399.3262304228383,nil,19687,nil,1,US,1.4885695424036385
407.3662203294598,nil,19687,nil,1,CP,1.20057596418701
415.40625517051103,nil,19687,nil,1,CP,1.36892180698851
419.44624545879833,nil,19687,nil,1,CS,1.120490266564957
425.49958588812024,nil,19687,nil,1,CS,1.2753570681397832
429.53957488904325,nil,19687,nil,1,US,1.0994481314501172
437.5929410823619,nil,19687,nil,1,US,1.6374616771845467
441.6329255323917,nil,19687,nil,1,SS,1.758010633790036
447.67294624986516,nil,19687,nil,1,CS,1.4618003987088741
455.71295504885984,nil,19687,nil,1,CS,1.053703746123574
459.7662855776425,nil,19687,nil,1,US,1.4324492834603006
467.8062947766821,nil,19687,nil,1,US,1.168367396463509
473.84630337247927,nil,19687,nil,1,CS,1.727808300023753
481.88630937115613,nil,19687,nil,1,CP,1.2162177503869316
487.926316499118,nil,19687,nil,1,US,1.8316795813061617
491.96631484846966,nil,19687,nil,1,SS,1.328108060062732
496.00632824915647,nil,19687,nil,1,US,1.3515480766400287
502.04652338043434,nil,19687,nil,1,US,1.407343922785003
510.08632570484133,nil,19687,nil,1,SS,1.4473776713130064
514.1263416772499,nil,19687,nil,1,CS,1.4317918764372735
522.1663665953683,nil,19687,nil,1,US,1.00777131236282
528.2196989124905,nil,19687,nil,1,SS,1.057800939455774
532.2730382302407,nil,19687,nil,1,CP,1.6450431069861224
536.3130509391203,nil,19687,nil,1,SS,1.0845134992778185
542.3663871604449,nil,19687,nil,1,SS,0.9191045315092197
546.4196947572991,nil,19687,nil,1,CP,0.9781508371870586
550.4730493670113,nil,19687,nil,1,SS,1.0128012733275682
556.526398922183,nil,19687,nil,1,US,1.574877559021843
562.5663981635344,nil,19687,nil,1,CP,1.7188012044807692
570.6064057443446,nil,19687,nil,1,SS,1.11877870367789
576.6597655533124,nil,19687,nil,1,CP,1.465843342266453
580.6997610873086,nil,19687,nil,1,SS,2.0497738673730055
586.7397476384949,nil,19687,nil,1,CP,1.5858396586427261
592.7797651525989,nil,19687,nil,1,CP,1.353599001391558
596.819762653734,nil,19687,nil,1,CS,1.5296340245840838
600.859777835075,nil,19687,nil,1,SS,1.297103960016102
606.8997876610874,nil,19687,nil,1,CS,1.9770602494518243
610.939776628923,nil,19687,nil,1,CP,1.7134502536628133
618.9797796227476,nil,19687,nil,1,CP,1.0813399356993614
623.0331322232096,nil,19687,nil,1,CS,1.325693277432947
627.0731470766941,nil,19687,nil,1,US,1.5559550060825131
633.1131571222786,nil,19687,nil,1,CS,1.5793507649996172
641.1531537514702,nil,19687,nil,1,CS,1.3153299044843152
645.1931602370851,nil,19687,nil,1,CP,1.3397529560588737
649.2331701005287,nil,19687,nil,1,CS,1.8837246584407694
657.2731764691716,nil,19687,nil,1,US,1.331745056748332
665.3131814963099,nil,19687,nil,1,US,1.1151062834196637
669.3665165248503,nil,19687,nil,1,CP,1.69377046581576
675.4065216676236,nil,19687,nil,1,CS,1.4301459300313581
681.4465143187526,nil,19687,nil,1,US,1.2376884394543595
689.4865347972691,nil,19687,nil,1,CS,1.1659276395639608
697.5265550682443,nil,19687,nil,1,CS,1.2539587722567376
705.5665609796933,nil,19687,nil,1,US,1.2532261296200886
709.606557638629,nil,19687,nil,1,SS,1.077844025721788
717.6598893468263,nil,19687,nil,1,US,1.287908391932433
0.550622221591766,0.550622221591766,18288,1.3139537033202942,0,CP,1.3139537033202942
6.590556020693839,nil,18288,nil,1,SS,1.3459648136140459
10.630516787759916,10.630516787759916,18288,3.5852038824541523,0,CS,3.5852038824541523
18.67045847074769,nil,18288,nil,1,US,1.249746566718386
22.710404018140252,nil,18288,nil,1,SS,1.0652677810157911
28.763709881757677,nil,18288,nil,1,SS,1.3798878366269491
36.803627186198355,nil,18288,nil,1,US,1.4923201211149717
42.84357095629275,nil,18288,nil,1,SS,1.3236652530922584
48.883524688353646,nil,18288,nil,1,SS,1.45179245800864
54.923465468655195,nil,18288,nil,1,US,1.5317797512179823
60.96343685674037,nil,18288,nil,1,CP,2.6201183842549653
67.00338074113279,nil,18288,nil,1,SS,1.076094298137832
71.05667814336084,nil,18288,nil,1,CP,1.6307731760789466
79.09661800058893,nil,18288,nil,1,CP,1.2781515831266006
83.1365760966928,nil,18288,nil,1,CS,1.3585281991727243
91.1765239487595,nil,18288,nil,1,CP,1.3264858915572404
97.216461856573,nil,18288,nil,1,SS,1.518037538851786
101.25643355413195,nil,18288,nil,1,CP,1.3259555701861245
107.29637341403213,nil,18288,nil,1,US,1.3504436143539351
115.33629554605614,nil,18288,nil,1,SS,1.341817398686544
123.37624288077677,nil,18288,nil,1,CP,2.1818607526947744
129.41619908828943,nil,18288,nil,1,US,1.549790786984886
137.4561222399716,nil,18288,nil,1,CS,1.6620265060919337
143.49606365492764,nil,18288,nil,1,CS,1.9176003499123908
151.53600972635286,nil,18288,nil,1,SS,1.4220926354701078
157.57595683214277,nil,18288,nil,1,CS,1.4455266421136912
165.61590126730334,nil,18288,nil,1,CP,1.9415200475905294
169.65605388345648,nil,18288,nil,1,CS,1.7972524911601795
177.69579427574536,nil,18288,nil,1,CP,1.7017534489896207
181.73578015226303,nil,18288,nil,1,CS,1.7092666644384735
187.7757190225857,nil,18288,nil,1,CS,2.269197126510335
191.81567099773383,nil,18288,nil,1,US,1.6292795877925528
199.85560721848378,199.85560721848378,18288,1.9096292148187786,0,SS,1.9096292148187786
207.89555075730823,nil,18288,nil,1,US,1.4214856322141713
215.93547096431394,nil,18288,nil,1,US,1.4770750683437655
219.97543525957735,nil,18288,nil,1,CS,1.0135820796222106
224.02872357812703,nil,18288,nil,1,US,1.2237136355433904
232.06867679016614,nil,18288,nil,1,CP,1.5601519731444569
236.10864522120937,nil,18288,nil,1,US,2.087489722878672
244.148588480306,nil,18288,nil,1,CS,1.4159671473644266
252.1885014504478,nil,18288,nil,1,SS,1.1679803133501991
258.2284808935292,nil,18288,nil,1,US,1.359322620965031
262.2684214960336,nil,18288,nil,1,SS,1.3113209225375613
268.3083943579604,nil,18288,nil,1,US,1.399699371695533
274.34832459577956,nil,18288,nil,1,SS,1.1757920208674477
282.3882560430866,nil,18288,nil,1,CS,1.7911507048374915
290.42818986056955,nil,18288,nil,1,SS,1.3270787940564333
298.4681243367704,nil,18288,nil,1,US,1.4951036548609409
304.50808018936004,nil,18288,nil,1,SS,1.3190897472741199
310.5480337740373,nil,18288,nil,1,CP,1.454945453817345
314.5879870636127,nil,18288,nil,1,SS,1.3269907966750907
322.62794393920194,nil,18288,nil,1,CP,1.6071911445833393
328.66787782252504,nil,18288,nil,1,US,1.4547414981734619
332.7078569434325,nil,18288,nil,1,CS,1.7375684427406668
336.74781761123995,nil,18288,nil,1,CP,1.671336936280568
344.7877414637496,nil,18288,nil,1,SS,1.2546537260459445
350.8276890778634,nil,18288,nil,1,CP,1.343040254263542
354.86765482591363,nil,18288,nil,1,SS,1.3110773957450874
358.9076287432581,nil,18288,nil,1,CP,1.302546056387655
364.9476344718569,nil,18288,nil,1,CP,1.6223550367958524
370.9875210929822,nil,18288,nil,1,SS,1.2144785848431638
375.02750070116053,nil,18288,nil,1,CS,1.4229021385745
381.06743465667205,nil,18288,nil,1,CS,1.4143600491952384
387.1073867073501,nil,18288,nil,1,CP,1.0783549549159943
395.1606533941813,nil,18288,nil,1,CS,2.0494255923767923
399.20060567612927,nil,18288,nil,1,US,1.4810331607732223
407.24056210054187,nil,18288,nil,1,CP,1.4413991270594124
415.2805023908986,nil,18288,nil,1,CP,1.4567690593466978
419.32045232071687,nil,18288,nil,1,CS,1.6172476635765634
425.3604004130775,nil,18288,nil,1,CS,1.2171839779020956
429.4003730190034,nil,18288,nil,1,US,1.193250982561949
437.4403231209362,nil,18288,nil,1,US,1.2891137448277732
441.4802562820423,nil,18288,nil,1,SS,1.3046322644349857
447.5202229478182,nil,18288,nil,1,CS,1.7048841115829418
455.56015561029017,nil,18288,nil,1,CS,1.5128418283675273
459.60012894411375,nil,18288,nil,1,US,1.2644605852583481
467.640064761812,nil,18288,nil,1,US,1.312429955416519
473.67999795032483,nil,18288,nil,1,CS,1.8483106427411258
481.7199469664265,nil,18288,nil,1,CP,1.2487097731427639
487.7598972815813,nil,18288,nil,1,US,1.4646673024344636
491.79985786817633,nil,18288,nil,1,SS,1.1842283575861074
495.8398138257053,nil,18288,nil,1,US,1.640126994365346
