stim	onset	rt	response	error_onset	error_duration
2	0.6534173883264884	2.0826927948855882	1.0	nil	nil
1	6.706720523832701	2.5732489061483648	1.0	nil	nil
3	10.760017150038038	1.3438666945166915	1.0	nil	nil
4	18.7999832356345	1.1913180360152182	1.0	nil	nil
1	22.839966272751553	1.6477150539067225	1.0	nil	nil
1	28.879920483059323	1.7197821467943868	1.0	nil	nil
4	36.919892743751916	1.4877077451892546	1.0	nil	nil
1	42.95983658302612	2.7195007499540225	1.0	nil	nil
1	48.9998205920092	1.7430773355881684	1.0	nil	nil
4	55.03980936240441	2.775351817070259	1.0	nil	nil
2	61.07975386039652	2.46347709262227	1.0	nil	nil
1	67.11973121302799	2.135126759752893	1.0	nil	nil
2	71.15972098169186	2.2151931320968288	1.0	nil	nil
2	79.19964322801388	3.8001428667394066	nil	nil	nil
3	83.26631496266964	0.09995679705207294	1.0	nil	nil
2	91.31959513064066	1.4789859764459834	1.0	nil	nil
1	97.35958114886125	1.6868292756462324	0.0	97.35958114886125	1.6868292756462324
2	101.3995542631128	1.182861450513883	1.0	nil	nil
4	107.4395232028146	0.9829461930767138	1.0	nil	nil
1	115.49280510931749	1.3128811555470747	1.0	nil	nil
2	123.53274875943316	1.41726678408304	0.0	123.53274875943316	1.41726678408304
4	129.57273412194445	1.489265956926829	1.0	nil	nil
3	137.61268337867295	1.4326292749756249	1.0	nil	nil
3	143.6528592337363	1.2088215047224367	1.0	nil	nil
1	151.69262185396656	1.2011512890276208	1.0	nil	nil
3	157.732598987026	1.3539757574744726	1.0	nil	nil
2	165.77255667172358	1.0488913441040495	1.0	nil	nil
3	169.82586985308444	2.011507639914271	1.0	nil	nil
2	177.86581145786658	1.0435106995555543	1.0	nil	nil
3	181.91913790681065	1.6379929345821438	1.0	nil	nil
3	187.95910428383286	1.1578305934144737	1.0	nil	nil
4	191.99907805680232	1.334032491027756	1.0	nil	nil
1	200.0390331487415	1.213913228148158	1.0	nil	nil
4	208.07898939869847	1.1977023337494757	1.0	nil	nil
4	216.1189567024703	1.2691427581230528	1.0	nil	nil
3	220.15893222600243	1.069630184347261	1.0	nil	nil
4	224.21224110915864	0.9362951834464184	1.0	nil	nil
2	232.2655334588835	1.0989510821545991	1.0	nil	nil
4	236.31885733913077	0.8933522936458758	1.0	nil	nil
3	244.37211982701592	1.215986649867773	1.0	nil	nil
1	252.4120775177289	1.20789868123029	0.0	252.4120775177289	1.20789868123029
4	258.45205466582956	1.0472500738596864	1.0	nil	nil
1	262.5053669628833	2.402355576201444	0.0	262.5053669628833	2.402355576201444
4	268.54535404588023	1.050346194411759	1.0	nil	nil
1	274.59865396600435	0.9970882767738658	1.0	nil	nil
3	282.6521175881808	1.4308163322384644	1.0	nil	nil
1	290.69189235106205	1.6154062907316984	1.0	nil	nil
4	298.7318683926096	1.4232700245302112	1.0	nil	nil
1	304.77181954695334	2.7268093119400874	0.0	304.77181954695334	2.7268093119400874
2	310.81179532648457	0.9831620026197925	1.0	nil	nil
1	314.86509282195584	1.1539726710961986	1.0	nil	nil
2	322.905056820111	1.321821877025286	1.0	nil	nil
4	328.9450177348954	1.193776169548073	1.0	nil	nil
3	332.9850064658549	2.1056666620988835	1.0	nil	nil
2	337.02498743658543	1.2176056500611594	1.0	nil	nil
1	345.06494263981403	1.6730309550239326	1.0	nil	nil
2	351.10491426852604	1.265428357919518	1.0	nil	nil
1	355.14488495545083	1.5933081291896087	1.0	nil	nil
2	359.18488176546816	1.145446661630558	1.0	nil	nil
2	365.2248442623768	1.0333384478890366	1.0	nil	nil
1	371.2781367140342	2.395821136095037	1.0	nil	nil
3	375.31811774792914	2.531890582786218	0.0	375.31811774792914	2.531890582786218
3	381.3580890036701	1.8757717928074271	1.0	nil	nil
2	387.39805750723644	1.539812583132516	1.0	nil	nil
3	395.43799361970196	1.3391281065978546	0.0	395.43799361970196	1.3391281065978546
4	399.4780018504898	1.5550878075518995	1.0	nil	nil
2	407.5179344287444	1.099567364597533	1.0	nil	nil
2	415.57123170831983	1.3580045612234244	1.0	nil	nil
3	419.6112050120646	0.9901454050213943	1.0	nil	nil
3	425.6645423226546	1.0005043593628216	1.0	nil	nil
4	429.71783314974346	1.8672386908547196	1.0	nil	nil
4	437.75779015767694	1.0907155458553461	1.0	nil	nil
1	441.81111553883784	1.2619034155686677	1.0	nil	nil
3	447.85108655395015	1.5011700840186677	1.0	nil	nil
3	455.8910149272433	1.8216028785027447	1.0	nil	nil
4	459.9310232001426	1.181661842536414	1.0	nil	nil
4	467.97097600612324	1.3918276818239974	1.0	nil	nil
3	474.0109339642004	1.1494854002758075	1.0	nil	nil
2	482.0508954086981	1.261477583566375	1.0	nil	nil
4	488.09087434044704	1.2692662570443645	1.0	nil	nil
1	492.130854008783	1.9971620728028938	1.0	nil	nil
4	496.1708276373756	1.173191929296081	1.0	nil	nil
4	502.2107975967356	1.0931224739160825	1.0	nil	nil
1	510.264067098904	1.2712225233772187	1.0	nil	nil
3	514.3040604709604	1.0077179728486954	1.0	nil	nil
4	522.3573711264035	1.0503113876839052	1.0	nil	nil
1	528.4106546928997	1.1402560795140744	1.0	nil	nil
2	532.4639742809595	1.119435937342132	1.0	nil	nil
1	536.5172961730241	0.9216274224818335	1.0	nil	nil
1	542.5705976812897	1.956106936748256	1.0	nil	nil
2	546.6105642564962	1.2526098443286173	1.0	nil	nil
1	550.6505389588856	1.1166011018722202	1.0	nil	nil
4	556.7038450811779	1.2631408832348825	1.0	nil	nil
2	562.7438167279379	1.5990828820449678	0.0	562.7438167279379	1.5990828820449678
1	570.7837791860784	1.8945518130585697	1.0	nil	nil
2	576.8237437583975	2.110921548837723	1.0	nil	nil
1	580.8637324412302	1.566399615665432	1.0	nil	nil
2	586.9036976091011	1.8947724441695755	1.0	nil	nil
2	592.9436573327803	2.1986832854308886	1.0	nil	nil
3	596.983641194045	1.1267921314902196	1.0	nil	nil
1	601.0369536535236	1.0889248491075705	1.0	nil	nil
3	607.0902656591516	1.0759859647478152	1.0	nil	nil
2	611.1435669625498	1.414140861847045	0.0	611.1435669625498	1.414140861847045
2	619.1835201505255	1.398498485385062	1.0	nil	nil
3	623.2235030071715	2.1824638968919317	0.0	623.2235030071715	2.1824638968919317
4	627.2634885588432	1.6064543199281616	1.0	nil	nil
3	633.3034595348545	1.3663753089713282	1.0	nil	nil
3	641.3434032872356	1.5682663686675369	1.0	nil	nil
2	645.3833844624987	1.6781120667874347	1.0	nil	nil
3	649.4233713195736	1.8060946697733016	1.0	nil	nil
4	657.4766588116363	1.0566840089850302	1.0	nil	nil
4	665.529956795046	1.1311998359051358	1.0	nil	nil
2	669.583272229278	0.9898837800519686	1.0	nil	nil
3	675.6365756505293	1.2003948712972488	1.0	nil	nil
4	681.6765290727835	1.3285647213742777	1.0	nil	nil
3	689.7164951283012	1.0564544235312496	1.0	nil	nil
