non_decision,subj_idx
0.632516233205,20130
0.569129094103,19621
0.631308809872,19718
0.643072982821,18439
0.643417377308,18911
0.641782313077,20373
0.569316037179,20054
0.650009132179,19582
0.640794224872,20732
0.648823793077,18941
0.605464886026,20126
0.605112554744,19679
