threshold,subj_idx
3.95481471885,20130
4.12305383154,19621
3.98053132872,19718
3.69107189013,18439
3.68431312679,18911
4.90142311987,20373
4.12312757115,20054
3.60106036205,19582
4.9293002341,20732
3.6147379191,18941
3.76862215551,20126
3.76596334269,19679
