bias,subj_idx
0.688611261923,20130
0.688657714359,19621
0.689059321923,19718
0.690340641538,18439
0.690334292051,18911
0.684449530769,20373
0.689239452436,20054
0.690921060385,19582
0.684895957821,20732
0.690826332051,18941
0.690156951795,20126
0.689827830641,19679
