Condition	Onset	Duration	Response	Error_onset	Error_duration
2	0.5563472347857896	1.842354568590963	1	nil	nil
1	6.607545358099742	1.038653623107166	1	nil	nil
3	10.659079257597114	1.7714816019488353	1	nil	nil
4	18.709259950150226	0.9852365006136097	1	nil	nil
1	22.761039009628803	1.0294431404399802	0	22.761039009628803	1.0294431404399802
1	28.812034234457315	1.1063965413668484	1	nil	nil
4	36.862242283299565	1.2002188713577198	0	36.862242283299565	1.2002188713577198
1	42.91319968872267	1.1885200822562183	1	nil	nil
1	48.96418461885514	1.3460594057924027	0	48.96418461885514	1.3460594057924027
4	55.015155416709604	1.3030011436057976	1	nil	nil
2	61.06615151672304	1.0606345058840816	0	61.06615151672304	1.0606345058840816
1	67.11712318374703	1.1134877056847472	1	nil	nil
2	71.1688811275144	1.8210882395178487	1	nil	nil
2	79.21908766057277	1.7067862662170228	1	nil	nil
3	83.27085018778234	1.7354915567975695	0	83.27085018778234	1.7354915567975695
2	91.321055226108	1.3807430498382018	1	nil	nil
1	97.37202831869035	1.6650500953001028	1	nil	nil
2	101.42377562189722	2.08596342720557	1	nil	nil
4	107.47476580012881	1.1870249450184929	0	107.47476580012881	1.1870249450184929
1	115.52496114826681	1.2725156491887901	0	115.52496114826681	1.2725156491887901
2	123.57516472795214	0.9663051522366004	1	nil	nil
4	129.62616484298997	0.9633505257497745	0	129.62616484298997	0.9633505257497745
3	137.67636790237702	1.2250594787237787	1	nil	nil
3	143.72732927169454	1.1739317220617522	1	nil	nil
1	151.77754662877305	0.8037860820077185	1	nil	nil
3	157.82853331228034	1.3920815636029147	0	157.82853331228034	1.3920815636029147
2	165.87871201987946	1.950468923048902	1	nil	nil
3	169.93049153950597	1.6419730933339451	0	169.93049153950597	1.6419730933339451
2	177.98067393430938	1.3762682756823779	1	nil	nil
3	182.0324445607348	1.5485481302694097	0	182.0324445607348	1.5485481302694097
3	188.08342193600765	1.3934537388959143	1	nil	nil
4	192.1351809083426	1.293590800034508	0	192.1351809083426	1.293590800034508
1	200.18538184442878	0.891366688094422	0	200.18538184442878	0.891366688094422
4	208.23559348122762	1.7451374062511604	1	nil	nil
4	216.2857991090259	1.2627115988289006	1	nil	nil
3	220.33754868891447	1.8589509693574655	1	nil	nil
4	224.3893153364079	1.0791490919218631	1	nil	nil
2	232.43952487697425	0.9809516625882679	1	nil	nil
4	236.49129005379655	0.9530536261136149	1	nil	nil
3	244.54148950417584	0.9348731952140952	1	nil	nil
1	252.5916870718538	0.9165589542899397	0	252.5916870718538	0.9165589542899397
4	258.6426598456401	0.9135332032601582	1	nil	nil
1	262.69442284502657	0.6779137101002561	1	nil	nil
4	268.74542746831867	1.1067719745424256	1	nil	nil
1	274.7963854211084	0.8715913849955541	1	nil	nil
3	282.8466113766499	1.453247252453366	1	nil	nil
