stim,onset,rt,response,error_onset,error_duration
2,0.6447270695607585,2.7101641214758274,0.0,0.6447270695607585,2.7101641214758274
1,6.684696135593185,2.070164074686545,1.0,nil,nil
3,10.724676288191404,1.8381695162061078,1.0,nil,nil
4,18.76464649152149,1.933965726995666,1.0,nil,nil
1,22.804635096150378,1.3339111066179612,1.0,nil,nil
1,28.84462157156304,1.1418703573981475,1.0,nil,nil
4,36.89791798788792,1.5044225100100448,1.0,nil,nil
1,42.93789891383494,1.4803749640741444,1.0,nil,nil
1,48.97787306913233,1.1762649676838919,1.0,nil,nil
4,55.017848614053946,1.8240983874638914,1.0,nil,nil
2,61.057828042095935,2.2080944842891768,1.0,nil,nil
1,67.09780386072998,1.3840092427581112,1.0,nil,nil
2,71.13779059748958,2.5920766818835546,1.0,nil,nil
2,79.17776134824817,1.0319939732908097,0.0,79.17776134824817,1.0319939732908097
3,83.23108245827461,2.090965817898905,1.0,nil,nil
2,91.2710487544191,2.0504102209761186,1.0,nil,nil
1,97.31103200843427,1.2343205863289768,1.0,nil,nil
2,101.35101134891556,2.0742610090310336,1.0,nil,nil
4,107.39099055738552,1.554676049234331,1.0,nil,nil
1,115.43096382871408,1.4820160839262826,0.0,115.43096382871408,1.4820160839262826
2,123.47093614354708,1.674429925671575,1.0,nil,nil
4,129.51090770307928,1.7218506747594802,1.0,nil,nil
3,137.55088427701594,1.6342086893164378,1.0,nil,nil
3,143.59085717202834,2.7543635095480568,0.0,143.59085717202834,2.7543635095480568
1,151.6308338753006,1.2335557646947564,1.0,nil,nil
3,157.67081501781286,3.800017253308397,nil,nil,nil
2,165.7374438282459,1.7587626249078312,1.0,nil,nil
3,169.7774279181067,2.6147344762030116,0.0,169.7774279181067,2.6147344762030116
2,177.81740841426654,1.191650134685915,0.0,177.81740841426654,1.191650134685915
3,181.85738518605103,1.7665803390846122,1.0,nil,nil
3,187.89736329064363,2.4944950470890035,1.0,nil,nil
4,191.937356346878,2.1664465810881666,1.0,nil,nil
1,199.97731909377035,1.1583430361806677,1.0,nil,nil
4,208.01729478039306,1.9261593884730246,1.0,nil,nil
4,216.05725924175567,1.214153867415007,1.0,nil,nil
3,220.0972486976043,2.3100647958999616,1.0,nil,nil
4,224.1372351997543,1.3420442530186847,1.0,nil,nil
2,232.1772102727773,1.4459306191474752,1.0,nil,nil
4,236.21719335501257,2.1179065544201876,1.0,nil,nil
3,244.25716469530562,1.5503137361374684,1.0,nil,nil
1,252.29713245927633,1.5416981652160757,1.0,nil,nil
4,258.3371092193647,1.0615861963524367,1.0,nil,nil
1,262.39042872320533,1.3287807625201822,1.0,nil,nil
4,268.4304028995575,1.904137093692043,1.0,nil,nil
1,274.4703800927746,1.9440718543010007,1.0,nil,nil
3,282.51034742060983,1.2719750820469926,1.0,nil,nil
1,290.55032379903605,1.320248770460239,1.0,nil,nil
4,298.59029136148274,1.319814107439015,1.0,nil,nil
1,304.63026749293203,1.1836463284289493,1.0,nil,nil
2,310.6702455644372,1.1836171132763411,1.0,nil,nil
1,314.71023649112067,0.9915082124080072,1.0,nil,nil
2,322.76353886296965,3.034523747903222,1.0,nil,nil
4,328.8035140619886,1.482438062883375,1.0,nil,nil
3,332.843498118762,1.233994076226736,1.0,nil,nil
2,336.88348317714735,1.3938820458661212,1.0,nil,nil
1,344.9234536030581,0.865844834870586,1.0,nil,nil
2,350.9767685924635,1.180894316852573,0.0,350.9767685924635,1.180894316852573
1,355.01674909096255,1.3804171052543097,1.0,nil,nil
2,359.0567351960781,1.7802926505082723,1.0,nil,nil
2,365.09671650101154,1.8041828502973658,1.0,nil,nil
1,371.13669388372364,1.3161778930407309,1.0,nil,nil
3,375.176672270718,1.0760851061768335,1.0,nil,nil
3,381.22998902572726,1.59870976244747,1.0,nil,nil
2,387.26996203202907,1.7505645723176713,1.0,nil,nil
3,395.3099330925943,1.3584506931401847,1.0,nil,nil
4,399.34991940524924,1.35053661076563,1.0,nil,nil
2,407.3898893258429,1.598325288252454,1.0,nil,nil
2,415.4298590779963,2.894198567933927,1.0,nil,nil
3,419.4698449274438,1.1422216821847542,1.0,nil,nil
3,425.52316116209477,1.6091475161920243,1.0,nil,nil
4,429.56314237646075,1.104714498458634,1.0,nil,nil
4,437.6164479546678,1.451753614755944,1.0,nil,nil
1,441.65643147905575,1.2033130690670077,1.0,nil,nil
3,447.6964078300771,1.3555443402456149,1.0,nil,nil
3,455.73638270157426,1.395516939488516,1.0,nil,nil
4,459.776363669298,1.1232014076704218,1.0,nil,nil
4,467.8296711935782,1.7415573144007794,1.0,nil,nil
3,473.8696454330948,1.149994296800287,1.0,nil,nil
2,481.90962209425925,0.9419323697111395,1.0,nil,nil
4,487.9629334532019,0.984088381381298,1.0,nil,nil
1,492.01624936267217,0.8026412281342346,1.0,nil,nil
4,496.0695678047432,0.9652964771503321,1.0,nil,nil
4,502.1228820632441,1.3277976017488982,1.0,nil,nil
1,510.1628581318637,1.5597109846330568,1.0,nil,nil
3,514.2028327470271,1.1196945364263229,1.0,nil,nil
4,522.25613755222,1.234305426811261,1.0,nil,nil
1,528.2961193053216,1.0342512312090548,1.0,nil,nil
2,532.3494321889048,0.948883359622414,1.0,nil,nil
1,536.4027601417692,1.1834709562917851,1.0,nil,nil
