rt,response,onset,stim,error_duration,subj_idx,error_onset
2.4658727709320374,0.0,0.6498114749501838,CP,2.4658727709320374,18941,0.6498114749501838
1.2891381936842663,1.0,6.68977864326007,SS,nil,18941,nil
1.1929634646421619,1.0,10.729774243776774,CS,nil,18941,nil
1.2654892459322582,1.0,18.76972999228019,US,nil,18941,nil
1.2809274386163452,1.0,22.809729124013757,SS,nil,18941,nil
1.6168547478919209,1.0,28.84970460000659,SS,nil,18941,nil
1.177357716640472,1.0,36.88964890965508,US,nil,18941,nil
1.2407905613654293,1.0,42.92964757316622,SS,nil,18941,nil
0.9287806895990798,1.0,48.96962368983077,SS,nil,18941,nil
1.075353204865678,1.0,55.02292786272301,US,nil,18941,nil
1.42187695485336,1.0,61.076238986755925,CP,nil,18941,nil
0.9023888890005765,1.0,67.11620938850501,SS,nil,18941,nil
1.2005232246156083,1.0,71.16953054271653,CP,nil,18941,nil
1.4648788036774931,1.0,79.20950358636037,CP,nil,18941,nil
1.7123901793675032,1.0,83.24947193876142,CS,nil,18941,nil
1.3927808710723184,0.0,91.28946308364903,CP,1.3927808710723184,18941,91.28946308364903
1.4482039964295836,1.0,97.32944172389944,SS,nil,18941,nil
3.8000709351417754,nil,101.36942473656381,CP,nil,18941,nil
1.203322513762032,1.0,107.42274402691146,US,nil,18941,nil
2.0906794022394024,1.0,115.46269703225516,SS,nil,18941,nil
1.7386734386745957,1.0,123.50266811478105,CP,nil,18941,nil
1.1146256349074974,1.0,129.5426534023809,US,nil,18941,nil
2.1492914446698705,1.0,137.59594732251207,CS,nil,18941,nil
1.8851284642914834,1.0,143.6359281434543,CS,nil,18941,nil
1.4131380483067915,1.0,151.67589114388647,SS,nil,18941,nil
1.293103921234433,1.0,157.7158758028454,CS,nil,18941,nil
0.9974736572457914,1.0,165.75582989703253,CP,nil,18941,nil
0.8395764675788087,1.0,169.80915214610286,CS,nil,18941,nil
1.2745668635143375,1.0,177.8624636110253,CP,nil,18941,nil
2.346189789350319,1.0,181.90242279248923,CS,nil,18941,nil
1.1224934348647366,1.0,187.94239073080826,CS,nil,18941,nil
1.092693080941899,1.0,191.99572822667142,US,nil,18941,nil
1.1273039683565003,1.0,200.0490467028958,SS,nil,18941,nil
1.537901397647147,1.0,208.10233284773312,US,nil,18941,nil
1.0182318050101458,1.0,216.14230271508677,US,nil,18941,nil
1.3403798323615774,1.0,220.19561560372676,CS,nil,18941,nil
1.460417800459254,1.0,224.2356226070042,US,nil,18941,nil
0.9165168439631088,1.0,232.27557036064172,CP,nil,18941,nil
1.1510730737227277,1.0,236.32888602552703,US,nil,18941,nil
1.3509550346407195,1.0,244.36885800138407,CS,nil,18941,nil
1.0953694813451875,1.0,252.4088257301555,SS,nil,18941,nil
0.9855140225990908,1.0,258.4621419976138,US,nil,18941,nil
1.156106738586459,1.0,262.5154511414803,SS,nil,18941,nil
0.8520427596013178,1.0,268.5554392203667,US,nil,18941,nil
0.9425008883172268,1.0,274.6089332668271,SS,nil,18941,nil
1.4331908461099374,1.0,282.6620490319747,CS,nil,18941,nil
1.0012102226828574,1.0,290.7020198257451,SS,nil,18941,nil
1.1477749085115647,1.0,298.75530617211007,US,nil,18941,nil
0.9076752915116231,1.0,304.7952908250536,SS,nil,18941,nil
2.694346257731013,0.0,310.8485960206144,CP,2.694346257731013,18941,310.8485960206144
1.37488540891718,1.0,314.8885867063036,SS,nil,18941,nil
1.2062642456821777,1.0,322.928559325841,CP,nil,18941,nil
1.2381292032187048,1.0,328.96854142511984,US,nil,18941,nil
0.878126845065708,1.0,333.00852141489304,CS,nil,18941,nil
1.0332860094840726,1.0,337.0618259928415,CP,nil,18941,nil
0.8193281594958535,0.0,345.11514603013893,SS,0.8193281594958535,18941,345.11514603013893
1.3263690391922864,1.0,351.1684521821953,CP,nil,18941,nil
1.2140071867561346,1.0,355.20843074624827,SS,nil,18941,nil
1.037910480352366,1.0,359.24840640471666,CP,nil,18941,nil
1.7768715216716373,1.0,365.30170393928165,CP,nil,18941,nil
1.1604502010250144,1.0,371.3417083778677,SS,nil,18941,nil
0.9683234050862666,1.0,375.38169728591674,CS,nil,18941,nil
0.8913978122891422,1.0,381.4350042290389,CS,nil,18941,nil
1.117656314982014,1.0,387.4883119602164,CP,nil,18941,nil
0.9926928984641563,1.0,395.54161159827163,CS,nil,18941,nil
0.866820458397342,1.0,399.5949324095891,US,nil,18941,nil
2.6694519997199677,1.0,407.6482329620321,CP,nil,18941,nil
1.2537079196699779,1.0,415.688202856456,CP,nil,18941,nil
0.8532815819289681,1.0,419.7281744513184,CS,nil,18941,nil
0.9678997343071387,1.0,425.78148888699616,CS,nil,18941,nil
0.8990947693473572,1.0,429.83480081011476,US,nil,18941,nil
0.89328470908913,1.0,437.88810865960295,US,nil,18941,nil
0.9838506903015514,1.0,441.9414333029217,SS,nil,18941,nil
1.082401888928871,1.0,447.99474673698387,CS,nil,18941,nil
0.8529284211781487,1.0,456.04804645023614,CS,nil,18941,nil
0.8076535126674571,1.0,460.10135401497973,US,nil,18941,nil
0.9782587864319794,1.0,468.1546628420183,US,nil,18941,nil
0.8848661687006825,1.0,474.20799031672686,CS,nil,18941,nil
0.8559246764052659,1.0,482.2612747831845,CP,nil,18941,nil
1.169984329098952,1.0,488.3145840634061,US,nil,18941,nil
1.1625516207295732,1.0,492.3545672595483,SS,nil,18941,nil
1.041940422503103,1.0,496.3945542455822,US,nil,18941,nil
0.8206627367435431,1.0,502.4478471600887,US,nil,18941,nil
1.0156616208296327,1.0,510.5011737484838,SS,nil,18941,nil
1.4018014959037828,1.0,514.5544820651903,CS,nil,18941,nil
