Condition	Onset	Duration	Response	Error_onset	Error_duration
2	0.6461577909753942	3.0288531866399353	1.0	nil	nil
1	6.686129278318731	1.1011976321610746	1.0	nil	nil
3	10.739405905393596	2.2712596658620896	1.0	nil	nil
4	18.77935360406127	1.6797369713722219	1.0	nil	nil
1	22.819330288619312	2.4957135322742943	1.0	nil	nil
1	28.859285467452082	1.0232226323282703	1.0	nil	nil
4	36.912530425643126	1.9218542784860801	1.0	nil	nil
1	42.952502959715275	1.0177292088042122	1.0	nil	nil
1	49.00579383225613	1.1803209532849905	1.0	nil	nil
4	55.045763674311274	1.532617073838992	1.0	nil	nil
2	61.08571064173975	1.2926370118107116	1.0	nil	nil
1	67.12565627368667	1.0681707019630267	1.0	nil	nil
2	71.17894819563026	1.1348381437610442	1.0	nil	nil
2	79.23224093035878	1.4494855346270015	1.0	nil	nil
3	83.27220006115977	0.9693050832502195	1.0	nil	nil
2	91.32547350359937	1.139926077308246	1.0	nil	nil
1	97.37877909951976	3.063042472712368	1.0	nil	nil
2	101.41875230701362	1.4144999709242256	1.0	nil	nil
4	107.45868728519008	1.2305905573866767	1.0	nil	nil
1	115.49864444050809	1.070420434265543	1.0	nil	nil
2	123.55191785888519	1.8575774833061587	1.0	nil	nil
4	129.59186740403356	0.9449385708749105	1.0	nil	nil
3	137.6451556420402	3.8000495123951623	nil	nil	nil
3	143.69841359376778	1.5342195820439883	1.0	nil	nil
1	151.7383866665773	1.2540688093631616	1.0	nil	nil
3	157.77832899591658	1.4700624086790413	1.0	nil	nil
2	165.81828194627315	1.4219393499051876	1.0	nil	nil
3	169.8582160608653	3.8001607393271115	nil	nil	nil
2	177.91149527835887	1.1366229752220534	1.0	nil	nil
3	181.9648142919209	1.2036611363619159	1.0	nil	nil
3	188.0047640235548	0.883097573007035	1.0	nil	nil
4	192.058084219198	1.0618533707865936	1.0	nil	nil
1	200.11135208810947	0.9924106577809653	1.0	nil	nil
4	208.16462127144814	1.1874304323264369	1.0	nil	nil
4	216.20454822203237	0.9312603292582935	1.0	nil	nil
3	220.2578678100922	0.7974428767656718	1.0	nil	nil
4	224.31115120480763	0.7762354811538899	1.0	nil	nil
2	232.3644588163147	0.890656104579648	1.0	nil	nil
4	236.4177596264267	1.0852759987701575	1.0	nil	nil
3	244.47102558535926	1.3518989970525581	1.0	nil	nil
1	252.51094828887335	0.9519536217740097	1.0	nil	nil
4	258.56426048098683	1.1224884081175333	1.0	nil	nil
1	262.6175592728382	0.9091769783235577	1.0	nil	nil
4	268.67085658215774	0.9517075323001336	1.0	nil	nil
1	274.7241350714198	0.9543951249588645	1.0	nil	nil
3	282.7773971833244	1.156957486515239	1.0	nil	nil
1	290.81735331296886	1.4853467318143885	1.0	nil	nil
4	298.8572926528482	1.0927342669892823	1.0	nil	nil
1	304.910569941982	0.895943506072399	1.0	nil	nil
2	310.963881078344	1.7060436310648583	1.0	nil	nil
1	315.0038464323675	1.0899552299661082	1.0	nil	nil
2	323.0571199259407	1.1325439856555022	1.0	nil	nil
4	329.1104143537491	1.3752042260157396	1.0	nil	nil
3	333.15036969166295	1.8551908792260292	1.0	nil	nil
2	337.19036156581524	0.9516884956783542	1.0	nil	nil
1	345.24362328369307	1.225694548122192	1.0	nil	nil
2	351.2835559307928	1.3696994027759501	1.0	nil	nil
1	355.3235541003546	1.5939270344697434	0.0	355.3235541003546	1.5939270344697434
2	359.3635157336789	1.0576720845674572	1.0	nil	nil
2	365.41678660708885	1.1481068137609327	1.0	nil	nil
1	371.45676605017115	0.9480392964333078	1.0	nil	nil
3	375.51007481602073	1.030796558028669	1.0	nil	nil
3	381.56336090308787	1.3619267640988255	1.0	nil	nil
2	387.6032995448136	0.937821238361721	1.0	nil	nil
3	395.6565796736827	1.0279646130911715	1.0	nil	nil
4	399.7098944612294	0.8866062218849038	1.0	nil	nil
2	407.7631759285873	0.7292581027877532	1.0	nil	nil
2	415.81641327994976	0.8756533965206472	1.0	nil	nil
3	419.86972056895	1.062332020465874	1.0	nil	nil
3	425.9230282793819	0.8888588657764558	1.0	nil	nil
4	429.97632091719106	0.7235746860151266	1.0	nil	nil
4	438.0296118863175	0.8942402803304503	1.0	nil	nil
1	442.0829247849392	1.0807610377723904	1.0	nil	nil
3	448.1361787302235	1.3713776664499164	1.0	nil	nil
3	456.1761234661685	0.9072938656763654	1.0	nil	nil
4	460.22945502242555	1.8459898802875614	1.0	nil	nil
4	468.26938432213274	0.7904303193663509	1.0	nil	nil
3	474.3226816495003	1.024592541223683	1.0	nil	nil
2	482.3759471271783	0.7552229093844289	1.0	nil	nil
4	488.429253435957	1.4057718436060895	1.0	nil	nil
1	492.46919103663595	1.49381153473405	1.0	nil	nil
4	496.5091812294045	1.0862426916164623	1.0	nil	nil
4	502.5624737051244	1.2003652801640783	1.0	nil	nil
1	510.60240426210976	1.0327008729418594	1.0	nil	nil
3	514.6556962171394	1.1634351656648505	1.0	nil	nil
4	522.6956626335982	1.0588308099786445	1.0	nil	nil
1	528.7489491177007	1.3978305583223118	1.0	nil	nil
2	532.7889156116948	1.4136706010331181	1.0	nil	nil
1	536.8288952349126	0.9653409901811756	1.0	nil	nil
1	542.8821862638611	0.7760108857091836	1.0	nil	nil
2	546.9354905540445	1.1865768914303771	1.0	nil	nil
1	550.9754662279679	0.8424549412129636	1.0	nil	nil
4	557.0287526458974	0.9811905015749289	1.0	nil	nil
2	563.0820424416311	0.8798035726458693	0.0	563.0820424416311	0.8798035726458693
1	571.1353196769583	0.9066739527697791	1.0	nil	nil
2	577.1886025275885	1.181415804196149	1.0	nil	nil
1	581.2285630389883	0.9169021863654052	1.0	nil	nil
2	587.2818686379164	1.1115472020401285	1.0	nil	nil
2	593.3351502763876	1.3145947132197762	1.0	nil	nil
3	597.3751123187781	0.9145049736307556	1.0	nil	nil
1	601.4284186031587	1.2687699302850888	1.0	nil	nil
3	607.4683897024911	1.100599896062704	1.0	nil	nil
2	611.5216955958535	1.1352542574304607	1.0	nil	nil
2	619.5749638317216	0.8819682793146058	1.0	nil	nil
3	623.6282604458961	1.0204898047577444	1.0	nil	nil
4	627.6815436390857	0.8471764325677213	1.0	nil	nil
3	633.7348685152633	0.8897664906517093	1.0	nil	nil
3	641.7881293698906	1.5243857154309808	1.0	nil	nil
2	645.8280958428309	0.7322358257197266	1.0	nil	nil
3	649.8814119959366	0.6628968561390138	1.0	nil	nil
4	657.9346843465305	0.6495433259360652	1.0	nil	nil
4	665.9879352452058	0.852056235587952	1.0	nil	nil
2	670.0412716440856	1.1587211728574403	1.0	nil	nil
3	676.0812129657975	1.2710764716703125	1.0	nil	nil
4	682.1211770267832	1.246605108984113	1.0	nil	nil
3	690.1611120925213	0.9425388947192914	1.0	nil	nil
3	698.2143891894871	0.6732866739293968	1.0	nil	nil
4	706.2676582705585	1.0997003953634703	1.0	nil	nil
1	710.3209600762652	0.8144493118734317	1.0	nil	nil
4	718.3742407375225	1.2249731055617303	1.0	nil	nil
